2009XR1,6.0,2041-01-24 08:15,1/5.49e7,-9.73,0,13.12,1165
2011AZ22,8.0,2090-01-09 01:44,1/7.04e7,-9.74,0,16.74,671
2009VZ39,9.0,2070-11-13 14:40,1/2.31e8,-9.81,0,15.21,1194
2011WQ4,14.0,2081-01-06 16:49,1/2.58e8,-9.83,0,13.32,457
2009YA,44.0,2081-12-14 05:25,1/2.69e10,-9.96,0,22.99,659
2011eU20,14.0,2084-03-12 23:56,1/4.69e8,-10.03,0,14.4,671
2007VF189,9.0,2079-11-14 10:55,1/1.85e8,-10.04,0,16.04,1925
2005TK50,7.0,2054-03-06 17:54,1/4.57e8,-10.1,0,24.3,2686
2007WW3,67.0,2071-11-11 15:13,1/2.16e10,-10.11,0,11.68,1919
2008VB4,9.0,2050-08-15 10:52,1/4.26e8,-10.14,0,16.03,1565
2009WQ25,68.0,2051-11-03 01:31,1/9.52e10,-10.16,0,22.42,1184
2010VC140,11.0,2089-11-11 02:18,1/2.79e8,-10.23,0,12.05,826
2009Je1,18.0,2062-05-06 04:08,1/1.85e10,-10.44,0,18.3,659
2012DY13,11.0,2060-08-23 23:57,1/1.94e9,-10.54,0,20.36,361
2011Se191,40.0,2079-09-24 19:31,1/5.26e10,-10.82,0,17.96,503
2010VP139,6.0,2087-05-26 06:24,1/6.37e8,-10.94,0,11.25,827
2012GD,18.0,2067-04-12 11:28,1/7.41e9,-10.95,0,13.87,322
2008WO2,5.0,2077-11-19 01:03,1/5.99e8,-11.38,0,12.74,1380
